ts_code,trade_date_x,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,trade_date_y,close_y,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,symbol,name,area,industry,market,list_date
002202.SZ ,20210412,13.52,13.59,12.98,13.07,13.59,-0.52,-3.8263,653257.28,864841.45,20210412,13.07,1.925,2.7573,1.2,18.6338,18.6338,1.7712,0.9815,0.9815,1.2242,1.2242,422506.7647,339348.3505,236922.8931,5522163.4146,4435282.941,002202,金风科技,新疆,电气设备,中小板,20071226
002203.SZ ,20210412,9.71,10.25,9.71,10.04,9.71,0.33,3.3986,192773.66,194555.903,20210412,10.04,1.0435,2.6639,2.22,18.4307,24.9232,2.1744,0.4763,0.4496,0.733,0.733,195211.2793,184733.7129,72364.1065,1959921.2442,1854726.4775,002203,海亮股份,浙江,铜,中小板,20080116
002204.SZ ,20210412,3.74,3.88,3.71,3.8,3.75,0.05,1.3333,235358.32,89583.97,20210412,3.8,1.2186,3.2219,1.23,147.8864,121.2238,1.1009,1.0179,0.8957,0.7895,0.7895,193137.0032,193137.0032,73048.9274,733920.6122,733920.6122,002204,大连重工,辽宁,专用机械,中小板,20080116
002205.SZ ,20210412,7.4,7.5,7.28,7.34,7.39,-0.05,-0.6766,47804.0,35348.496,20210412,7.34,2.5723,3.6856,0.55,324.0748,,1.6672,1.6248,1.6693,0.1703,0.1703,18584.3228,18584.3228,12970.4108,136408.9294,136408.9294,002205,国统股份,新疆,其他建材,中小板,20080123
002206.SZ ,20210412,5.9,5.95,5.66,5.72,5.88,-0.16,-2.7211,114593.24,66098.679,20210412,5.72,1.1895,1.4195,0.96,27.8053,27.8053,2.4153,1.9916,1.9916,1.656,1.656,122302.8645,96336.4338,80727.7052,699572.3849,551044.4013,002206,海利得,浙江,化纤,中小板,20080123
002207.SZ ,20210412,6.21,6.26,6.02,6.07,6.26,-0.19,-3.0351,68346.61,41891.081,20210412,6.07,2.8774,3.7596,0.81,30.6565,29.5359,10.6908,5.2658,7.0727,,,26205.5378,23752.9175,18179.0897,159067.6144,144180.2092,002207,准油股份,新疆,石油开采,中小板,20080128
002208.SZ ,20210412,7.28,7.3,7.15,7.18,7.31,-0.13,-1.7784,79004.21,57121.599,20210412,7.18,1.2696,2.4257,1.07,17.8238,8.1895,1.1621,2.0563,0.9478,0.444,0.444,80329.1894,62225.718,32570.0124,576763.5799,446780.6552,002208,合肥城建,安徽,区域地产,中小板,20080128
002209.SZ ,20210412,6.35,6.41,6.21,6.22,6.36,-0.14,-2.2013,22353.0,14031.907,20210412,6.22,1.4466,1.9654,0.36,,73.7569,1.9331,1.7053,1.4728,,,19524.405,15452.4582,11373.072,121441.7991,96114.29,002209,达意隆,广东,轻工机械,中小板,20080130
002210.SZ ,20210412,3.11,3.26,3.1,3.17,3.13,0.04,1.278,218583.63,69851.681,20210412,3.17,0.8214,1.3294,0.58,,,,26.9063,31.9596,,,266123.2774,266123.2774,164419.2252,843610.7894,843610.7894,002210,*ST飞马,深圳,仓储物流,中小板,20080130
002211.SZ ,20210412,5.32,5.32,5.19,5.21,5.32,-0.11,-2.0677,37234.13,19519.765,20210412,5.21,1.2004,1.4589,0.81,42.7586,42.7586,2.9682,2.4462,2.4462,,,43247.5779,31018.8279,25522.6828,225319.8809,161608.0934,002211,宏达新材,上海,橡胶,中小板,20080201
002212.SZ ,20210412,19.3,19.34,18.58,18.66,19.28,-0.62,-3.2158,96412.44,181422.355,20210412,18.66,0.8603,1.0577,1.14,54.7722,62.0915,2.448,3.0971,3.852,,,117693.2446,112067.8601,91154.6042,2196155.9442,2091186.2695,002212,天融信,广东,软件服务,中小板,20080201
002213.SZ ,20210412,11.54,11.54,11.32,11.32,11.54,-0.22,-1.9064,10605.0,12087.197,20210412,11.32,0.5148,0.6395,0.64,1456.975,291.9017,6.2972,12.3994,6.9474,,,20600.0,20599.055,16584.4035,233192.0,233181.3026,002213,大为股份,深圳,汽车配件,中小板,20080201
002214.SZ ,20210412,22.9,23.44,22.51,22.57,23.04,-0.47,-2.0399,30354.74,69764.699,20210412,22.57,0.849,0.9364,1.25,83.1034,29.4589,4.819,21.2712,11.838,0.3252,0.3252,49992.5704,35751.9326,32415.285,1128332.3139,806921.1188,002214,大立科技,浙江,电器仪表,中小板,20080218
002215.SZ ,20210412,5.63,5.63,5.45,5.45,5.61,-0.16,-2.852,58352.0,32266.052,20210412,5.45,0.8147,1.0954,0.76,21.1007,27.5477,1.9819,1.2271,1.2016,2.7086,2.7086,91375.6384,71621.3677,53268.8616,497997.2293,390336.454,002215,诺普信,深圳,农药化肥,中小板,20080218
002216.SZ ,20210412,22.6,22.66,21.6,21.75,22.59,-0.84,-3.7185,52642.82,116116.882,20210412,21.75,0.9312,1.8434,1.08,79.01,25.7914,6.3182,2.9042,2.4906,0.2759,0.2759,79925.8226,56534.0064,28558.2285,1738386.6416,1229614.6392,002216,三全食品,河南,食品,中小板,20080220
002217.SZ ,20210412,3.35,3.36,3.28,3.3,3.35,-0.05,-1.4925,135699.0,45060.082,20210412,3.3,0.5064,0.7356,0.94,9.526,19.0476,0.8395,0.5559,0.507,1.0606,1.0606,311641.622,267983.6437,184462.8811,1028417.3526,884346.0242,002217,合力泰,福建,元器件,中小板,20080220
002218.SZ ,20210412,4.63,4.68,4.61,4.66,4.63,0.03,0.6479,143454.0,66507.495,20210412,4.66,1.18,2.1029,0.65,73.9182,34.3177,1.8589,5.4667,4.2315,0.5365,0.5365,123634.2104,121571.9804,68216.0426,576135.4205,566525.4287,002218,拓日新能,深圳,电气设备,中小板,20080228
002219.SZ ,20210412,2.99,2.99,2.99,2.99,3.15,-0.16,-5.0794,39614.0,11844.586,20210412,2.99,0.2148,0.4218,0.37,,,38.2585,1.5137,1.8886,,,186523.643,184408.4285,93907.4286,557705.6926,551381.2012,002219,*ST恒康,甘肃,中成药,中小板,20080306
002221.SZ ,20210412,12.1,12.1,11.57,11.63,12.03,-0.4,-3.325,173379.58,203849.401,20210412,11.63,1.1319,1.91,0.95,17.3715,15.919,1.8834,0.4152,0.6595,1.7341,1.7341,164902.2824,153171.0794,90774.3918,1917813.5443,1781379.6534,002221,东华能源,江苏,石油贸易,中小板,20080306
002222.SZ ,20210412,16.5,17.31,16.05,16.14,16.4,-0.26,-1.5854,307192.41,514068.936,20210412,16.14,7.2635,9.7327,1.61,51.2918,48.0707,6.4487,13.7682,12.627,0.6196,0.6196,42750.0,42292.4999,31562.9525,689985.0,682600.9484,002222,福晶科技,福建,元器件,中小板,20080319
002223.SZ ,20210412,26.21,26.22,25.7,25.94,26.22,-0.28,-1.0679,91833.95,238204.263,20210412,25.94,1.092,1.6703,1.51,34.5541,14.5162,3.4805,5.6093,3.8615,1.542,1.542,100247.69,84099.38,54980.3256,2600425.0786,2181537.9172,002223,鱼跃医疗,江苏,医疗保健,中小板,20080418
002224.SZ ,20210412,5.39,5.41,5.37,5.38,5.39,-0.01,-0.1855,21584.0,11643.01,20210412,5.38,0.3978,0.4494,0.88,29.8964,25.1876,1.6777,4.1486,4.5864,0.3702,0.3702,72957.0056,54258.0476,48032.8491,392508.6901,291908.2961,002224,三力士,浙江,橡胶,中小板,20080425
002225.SZ ,20210412,4.71,4.78,4.6,4.68,4.73,-0.05,-1.0571,106463.46,50022.925,20210412,4.68,1.3115,1.6352,0.96,15.7537,15.7537,1.5953,1.1328,1.1328,1.5129,1.5129,101032.0936,81178.073,65109.049,472830.198,379913.3816,002225,濮耐股份,河南,其他建材,中小板,20080425
002226.SZ ,20210412,6.97,7.01,6.82,6.83,6.99,-0.16,-2.289,76947.84,53040.183,20210412,6.83,0.803,1.4206,0.86,19.0907,19.0907,1.3459,2.1768,2.1768,0.7321,0.7321,124898.169,95826.707,54163.897,853054.4943,654496.4088,002226,江南化工,安徽,化工原料,中小板,20080506
002227.SZ ,20210412,13.79,13.79,12.93,13.0,13.81,-0.81,-5.8653,22229.34,29672.901,20210412,13.0,1.0089,2.6043,1.83,254.0276,,3.61,8.4613,9.2648,0.1538,0.1538,22059.74,22032.1588,8535.6743,286776.62,286418.0644,002227,奥特迅,深圳,电气设备,中小板,20080506
002228.SZ ,20210412,3.81,3.85,3.78,3.79,3.81,-0.02,-0.5249,127547.6,48666.189,20210412,3.79,1.0331,2.0465,1.13,17.5953,16.1808,1.4047,0.423,0.43,2.4913,2.4913,123862.9339,123456.5419,62325.1349,469440.5195,467900.2938,002228,合兴包装,福建,广告包装,中小板,20080508
002229.SZ ,20210412,6.03,6.17,6.01,6.08,6.03,0.05,0.8292,65719.67,40059.109,20210412,6.08,1.319,1.863,1.55,85.8112,97.165,1.7962,4.8358,6.4311,,,49834.4263,49825.4608,35275.4573,302993.3119,302938.8017,002229,鸿博股份,福建,广告包装,中小板,20080508
002230.SZ ,20210412,46.7,46.98,45.07,45.18,46.47,-1.29,-2.776,295174.63,1349841.84,20210412,45.18,1.4566,1.8162,0.99,122.7009,73.7017,7.9344,9.9729,7.7172,0.2187,0.2187,222473.7717,202647.5962,162522.2751,10051365.0054,9155618.3963,002230,科大讯飞,安徽,软件服务,中小板,20080512
002231.SZ ,20210412,4.78,4.8,4.71,4.72,4.78,-0.06,-1.2552,14044.0,6657.621,20210412,4.72,0.3936,0.6811,0.37,,,3.9093,6.047,6.047,,,35680.0,35680.0,20620.0,168409.6,168409.6,002231,奥维通信,辽宁,通信设备,中小板,20080512
002232.SZ ,20210412,10.96,10.96,10.41,10.47,10.88,-0.41,-3.7684,45244.01,48480.431,20210412,10.47,1.1074,2.5009,1.32,33.7641,33.7641,3.2888,2.7564,2.7564,0.1624,0.1624,40854.8455,40854.8455,18090.8732,427750.2324,427750.2324,002232,启明信息,吉林,软件服务,中小板,20080509
002233.SZ ,20210412,12.07,12.16,12.01,12.08,12.08,0.0,0.0,98138.09,118763.097,20210412,12.08,0.8234,1.3788,0.97,8.0816,8.0816,1.3788,2.0439,2.0439,7.1406,7.1406,119227.5016,119186.036,71176.9666,1440268.2193,1439767.3149,002233,塔牌集团,广东,水泥,中小板,20080516
002234.SZ ,20210412,15.88,16.15,15.58,15.69,16.0,-0.31,-1.9375,72622.84,114917.302,20210412,15.69,3.5227,4.169,1.16,2.9436,71.077,1.8072,1.4466,2.8177,3.8241,3.8241,30204.6632,20615.4034,17419.8447,473911.1656,323455.6793,002234,民和股份,山东,农业综合,中小板,20080516
002235.SZ ,20210412,4.42,4.5,4.34,4.38,4.39,-0.01,-0.2278,259894.9,114891.799,20210412,4.38,4.9005,5.916,0.64,105.5188,,1.4369,5.866,6.1171,,,57957.2284,53034.3477,43930.667,253852.6604,232290.4429,002235,安妮股份,福建,互联网,中小板,20080516
002236.SZ ,20210412,25.38,25.51,24.2,24.43,25.26,-0.83,-3.2858,503927.66,1243363.511,20210412,24.43,2.6187,3.0112,1.3,18.7513,18.7513,3.7011,2.7651,2.7651,0.5434,0.5434,299557.959,192434.0262,167348.5616,7318200.9384,4701163.2601,002236,大华股份,浙江,电器仪表,中小板,20080520
002237.SZ ,20210412,12.01,12.11,11.84,11.84,12.14,-0.3,-2.4712,86096.02,102849.219,20210412,11.84,0.9457,1.5963,0.96,37.1073,37.1073,1.8146,0.377,0.377,0.2009,0.2009,114801.44,91039.565,53934.2684,1359249.0496,1077908.4496,002237,恒邦股份,山东,黄金,中小板,20080520
002238.SZ ,20210412,6.25,6.27,6.15,6.16,6.25,-0.09,-1.44,13936.74,8639.446,20210412,6.16,0.1737,0.5056,0.94,27.1442,27.1442,2.2349,2.8348,2.8348,12.4875,12.4875,80255.916,80255.916,27562.3499,494376.4426,494376.4426,002238,天威视讯,深圳,影视音像,中小板,20080526
002239.SZ ,20210412,3.88,3.91,3.69,3.73,3.88,-0.15,-3.866,577504.25,218907.514,20210412,3.73,1.8443,3.0982,1.2,118.5646,385.2137,2.1493,3.7679,3.6742,0.1035,0.1035,324325.8144,313135.9417,186401.9922,1209735.2877,1167997.0625,002239,奥特佳,江苏,汽车配件,中小板,20080522
002240.SZ ,20210412,21.01,21.09,19.3,19.38,21.1,-1.72,-8.1517,250458.78,503408.267,20210412,19.38,3.5973,4.7576,1.26,,,4.4309,6.3759,7.0974,,,74970.9058,69624.7392,52644.1735,1452936.1544,1349327.4457,002240,盛新锂能,深圳,小金属,中小板,20080523
002241.SZ ,20210412,28.03,28.09,27.4,27.41,28.04,-0.63,-2.2468,325791.17,901051.526,20210412,27.41,1.0943,1.4475,0.67,32.8796,32.8796,4.1409,1.6217,1.6217,0.3386,0.3386,341632.1036,297722.7161,225075.7841,9364135.9597,8160579.6483,002241,歌尔股份,山东,元器件,中小板,20080522
002242.SZ ,20210412,33.48,33.69,32.7,32.9,33.4,-0.5,-1.497,34136.28,112843.737,20210412,32.9,0.4466,1.3664,0.64,26.8486,26.8486,5.892,2.2488,2.2488,1.7629,1.7629,76716.9,76428.052,24983.2684,2523986.01,2514482.9108,002242,九阳股份,山东,家用电器,中小板,20080528
002243.SZ ,20210412,9.28,9.3,9.12,9.13,9.28,-0.15,-1.6164,27222.18,25005.881,20210412,9.13,0.5476,1.106,1.03,18.7912,18.7912,1.8901,5.0614,5.0614,0.7376,0.7376,121060.4219,49714.5404,24614.1445,1105281.6519,453893.7539,002243,力合科创,深圳,塑料,中小板,20080528
002244.SZ ,20210412,4.42,4.51,4.42,4.49,4.44,0.05,1.1261,108033.22,48363.688,20210412,4.49,0.4013,0.8576,1.22,8.5644,8.4237,0.8202,0.5598,0.5004,2.9399,2.9399,311144.389,269238.934,125975.5718,1397038.3066,1208882.8137,002244,滨江集团,浙江,区域地产,中小板,20080529
002245.SZ ,20210412,12.7,12.79,11.61,11.7,12.33,-0.63,-5.1095,544720.44,655328.186,20210412,11.7,5.6216,6.6811,1.6,43.6015,43.6015,4.6301,2.8626,2.8626,0.1215,0.1215,103582.1526,96898.6027,81532.1549,1211911.1854,1133713.6516,002245,蔚蓝锂芯,江苏,仓储物流,中小板,20080605
002246.SZ ,20210412,7.0,7.18,6.77,6.79,6.77,0.02,0.2954,81710.77,56756.413,20210412,6.79,1.4883,3.0163,2.99,27.2918,38.0632,1.4595,1.5149,1.5621,0.81,0.81,54903.4794,54903.4794,27090.1831,372794.6251,372794.6251,002246,北化股份,四川,化工原料,中小板,20080605
002247.SZ ,20210412,2.25,2.35,2.25,2.29,2.25,0.04,1.7778,126712.02,29214.115,20210412,2.29,2.1882,2.6399,1.19,,,3.2102,0.8675,2.9486,,,85087.0049,57908.1413,47998.5263,194849.2412,132609.6436,002247,*ST聚力,浙江,造纸,中小板,20080612
002248.SZ ,20210412,4.69,4.74,4.56,4.6,4.69,-0.09,-1.919,15354.01,7133.955,20210412,4.6,0.5176,0.6324,0.57,53.1042,,25.0131,8.765,6.8439,,,30749.56,29662.2578,24279.6778,141447.976,136446.3859,002248,华东数控,山东,机床制造,中小板,20080612
002249.SZ ,20210412,4.71,4.81,4.65,4.7,4.67,0.03,0.6424,585369.87,276549.221,20210412,4.7,3.4763,3.8603,1.11,207.3602,,1.3353,1.3648,1.5838,,,236553.0164,168390.506,151639.8564,1111799.1771,791435.3782,002249,大洋电机,广东,电气设备,中小板,20080619
002250.SZ ,20210412,24.94,25.11,23.93,24.21,24.93,-0.72,-2.8881,28008.25,68087.467,20210412,24.21,0.305,0.422,0.75,154.9465,217.9502,3.7126,5.2178,4.7003,0.2067,0.2067,92324.6256,91821.352,66367.7667,2235179.1858,2222994.9319,002250,联化科技,浙江,化工原料,中小板,20080619
002251.SZ ,20210412,7.77,7.83,7.7,7.71,7.78,-0.07,-0.8997,25957.0,20103.096,20210412,7.71,0.3005,0.6132,0.79,38.5428,62.4716,0.8997,0.3388,0.334,1.2956,1.2956,86390.3951,86390.3951,42331.4061,666069.9462,666069.9462,002251,步步高,湖南,超市连锁,中小板,20080619
002252.SZ ,20210412,7.3,7.35,7.22,7.27,7.32,-0.05,-0.6831,187082.33,136022.75,20210412,7.27,0.3763,0.7297,1.14,80.6153,44.6508,1.8978,18.9578,18.1014,0.1376,0.1376,674078.7907,497227.9699,256376.715,4900552.8084,3614847.3412,002252,上海莱士,上海,生物制药,中小板,20080623
002253.SZ ,20210412,13.82,13.82,13.34,13.36,13.86,-0.5,-3.6075,21613.63,29280.041,20210412,13.36,1.0423,1.3162,1.17,44.7317,44.7317,2.1015,8.4354,8.4354,0.8982,0.8982,22562.6095,20737.2219,16421.771,301436.4629,277049.2846,002253,川大智胜,四川,软件服务,中小板,20080623
002254.SZ ,20210412,16.38,16.47,15.7,15.71,16.38,-0.67,-4.0904,72636.35,116069.129,20210412,15.71,1.8437,1.8539,0.75,49.7118,39.88,3.1033,4.2297,4.4044,,,68439.4502,39396.56,39180.6019,1075183.7626,618919.9576,002254,泰和新材,山东,化纤,中小板,20080625
002255.SZ ,20210412,4.54,4.62,4.51,4.56,4.54,0.02,0.4405,75048.98,34394.506,20210412,4.56,1.1649,1.2247,0.81,4.8618,4.8618,1.3471,1.8966,1.8966,,,84227.1055,64423.1583,61281.0545,384075.6011,293769.6018,002255,*ST海陆,江苏,专用机械,中小板,20080625
002256.SZ ,20210412,1.57,1.61,1.53,1.54,1.55,-0.01,-0.6452,507966.0,79434.583,20210412,1.54,3.652,4.6457,1.53,,,1.8829,6.7216,7.3012,,,188241.1872,139094.3897,109341.1515,289891.4283,214205.3601,002256,*ST兆新,深圳,新型电力,中小板,20080625
002258.SZ ,20210412,23.5,23.53,22.01,22.12,23.39,-1.27,-5.4297,88886.16,200658.001,20210412,22.12,1.7027,3.3278,1.46,18.9561,18.9561,3.2421,2.3356,2.3356,,,52464.3263,52202.8323,26710.0692,1160510.8978,1154726.6505,002258,利尔化学,四川,农药化肥,中小板,20080708
002259.SZ ,20210412,3.86,3.88,3.82,3.82,3.89,-0.07,-1.7995,21221.82,8166.604,20210412,3.82,0.2821,0.2821,0.58,27.3096,27.3096,49.278,2.9983,2.9983,,,75232.8267,75232.8267,75232.8267,287389.398,287389.398,002259,*ST升达,四川,供气供热,中小板,20080716
002261.SZ ,20210412,6.37,6.38,6.19,6.19,6.37,-0.18,-2.8257,89986.35,56180.187,20210412,6.19,0.9528,1.181,1.39,310.1755,134.2343,2.6932,5.4961,4.5232,,,110076.6874,94445.819,76195.5787,681374.695,584619.6196,002261,拓维信息,湖南,互联网,中小板,20080723
002262.SZ ,20210412,15.01,15.07,14.69,14.85,15.01,-0.16,-1.066,52511.34,77925.207,20210412,14.85,0.5978,1.0879,1.04,20.5315,20.5315,3.6293,4.4518,4.4518,0.6811,0.6811,100766.2892,87841.6725,48268.999,1496379.3946,1304448.8366,002262,恩华药业,江苏,化学制药,中小板,20080723
002263.SZ ,20210412,2.95,2.95,2.87,2.9,2.95,-0.05,-1.6949,296351.62,86244.763,20210412,2.9,1.5777,2.1884,1.03,90.4875,54.6202,2.37,3.31,3.5989,,,187836.01,187834.21,135418.408,544724.429,544719.209,002263,大东南,浙江,塑料,中小板,20080728
002264.SZ ,20210412,4.35,4.64,4.21,4.64,4.22,0.42,9.9526,96439.37,43461.685,20210412,4.64,1.4513,3.4135,4.11,,,3.1663,0.5289,0.6189,,,68456.388,66452.049,28252.4836,317637.6403,308337.5074,002264,新华都,福建,超市连锁,中小板,20080731
002265.SZ ,20210412,6.81,6.85,6.73,6.73,6.81,-0.08,-1.1747,7442.0,5039.825,20210412,6.73,0.2438,0.5775,0.48,,,2.45,3.3547,3.3547,,,31856.6172,30523.0873,12886.8594,214395.0338,205420.3775,002265,西仪股份,云南,汽车配件,中小板,20080806
002266.SZ ,20210412,5.51,5.7,5.5,5.61,5.54,0.07,1.2635,296036.28,166057.866,20210412,5.61,1.8078,1.9329,1.02,186.7303,22.0119,3.9205,27.8042,3.6158,0.1783,0.1783,536979.5962,163754.8918,153154.5002,3012455.5347,918664.943,002266,浙富控股,浙江,环境保护,中小板,20080806
002267.SZ ,20210412,6.49,6.59,6.48,6.54,6.5,0.04,0.6154,30136.0,19704.018,20210412,6.54,0.271,0.7619,0.98,16.2716,20.3976,1.183,0.759,0.8874,3.0581,3.0581,111207.5445,111207.5445,39554.4989,727297.341,727297.341,002267,陕天然气,陕西,供气供热,中小板,20080813
002268.SZ ,20210412,17.64,17.8,17.3,17.46,17.64,-0.18,-1.0204,53933.67,94545.69,20210412,17.46,0.6446,1.0305,1.26,94.8625,92.7244,3.1394,7.0238,6.1989,0.1078,0.1078,84629.4603,83672.5736,52339.2767,1477630.3768,1460923.1351,002268,卫士通,四川,软件服务,中小板,20080811
002269.SZ ,20210412,3.51,3.81,3.27,3.62,3.46,0.16,4.6243,3936944.63,1394648.823,20210412,3.62,15.6694,33.2579,1.24,,,6.8198,1.6648,2.2084,,,251250.0,251250.0,118376.3641,909525.0,909525.0,002269,美邦服饰,上海,服饰,中小板,20080828
002270.SZ ,20210412,5.02,5.06,4.96,4.98,5.02,-0.04,-0.7968,38927.26,19478.211,20210412,4.98,0.5127,0.7692,0.86,13.0752,13.0752,1.4516,2.7634,2.7634,1.8474,1.8474,75923.913,75922.4768,50608.0234,378101.0867,378093.9345,002270,华明装备,山东,电气设备,中小板,20080905
002271.SZ ,20210412,53.22,53.35,50.8,51.31,52.15,-0.84,-1.6107,172638.92,890664.885,20210412,51.31,0.992,1.0838,0.52,62.6754,38.1112,6.1223,7.1324,5.9463,0.3637,0.3637,252356.1412,174038.5748,159297.2539,12948393.605,8929919.273,002271,东方雨虹,北京,其他建材,中小板,20080910
002272.SZ ,20210412,6.36,6.55,6.22,6.28,6.36,-0.08,-1.2579,427891.36,271614.975,20210412,6.28,13.066,15.1133,0.73,41.5276,41.5276,1.9441,2.1209,2.1209,,,42999.8,32748.4063,28312.2525,270038.744,205659.9916,002272,川润股份,四川,机械基件,中小板,20080919
002273.SZ ,20210412,11.39,11.55,11.26,11.31,11.33,-0.02,-0.1765,176019.04,201051.868,20210412,11.31,1.4916,1.8091,0.84,31.0615,31.0615,2.4475,4.2725,4.2725,0.8786,0.8786,121768.8332,118009.7405,97293.9391,1377205.5035,1334690.1651,002273,水晶光电,浙江,元器件,中小板,20080919
002274.SZ ,20210412,7.3,7.3,6.81,6.81,7.57,-0.76,-10.0396,723592.53,498026.367,20210412,6.81,7.7142,13.2128,1.02,32.1786,36.8984,2.2985,1.0271,1.0624,1.4684,1.4684,95236.4646,93799.913,54764.5929,648560.3239,638777.4075,002274,华昌化工,江苏,农药化肥,中小板,20080925
002275.SZ ,20210412,13.49,13.57,13.25,13.29,13.47,-0.18,-1.3363,24505.3,32848.471,20210412,13.29,0.4551,1.5783,1.57,20.0023,26.2298,2.6307,4.7815,5.0078,1.6869,1.6869,59020.0,53845.46,15526.1959,784375.8,715606.1634,002275,桂林三金,广西,中成药,中小板,20090710
002276.SZ ,20210412,6.61,6.63,6.44,6.47,6.6,-0.13,-1.9697,64797.41,42322.915,20210412,6.47,0.6259,0.9864,1.17,30.3316,30.3982,1.4821,0.6875,0.7193,0.541,0.541,103548.9098,103527.5348,65690.8794,669961.4464,669823.1502,002276,万马股份,浙江,电气设备,中小板,20090710
002277.SZ ,20210412,3.33,3.46,3.3,3.37,3.34,0.03,0.8982,220008.21,74349.364,20210412,3.37,1.5781,2.3214,2.97,14.8384,29.301,0.678,0.7519,0.8288,0.7418,0.7418,139417.28,139417.28,94772.406,469836.2336,469836.2336,002277,友阿股份,湖南,百货,中小板,20090717
002278.SZ ,20210412,5.91,5.93,5.85,5.88,5.91,-0.03,-0.5076,10084.01,5942.331,20210412,5.88,0.2991,0.4663,0.5,49.1421,83.6709,1.8849,2.725,2.9753,0.8503,0.8503,36390.9648,33711.5131,21627.7964,213978.873,198223.697,002278,神开股份,上海,化工机械,中小板,20090811
002279.SZ ,20210412,4.92,4.93,4.8,4.82,4.93,-0.11,-2.2312,64691.5,31346.124,20210412,4.82,1.0085,1.4113,0.95,65.594,51.8134,4.8577,1.1053,1.2145,,,71125.8408,64148.5285,45839.3803,342826.5527,309195.9074,002279,久其软件,北京,软件服务,中小板,20090811
002280.SZ ,20210412,3.43,3.57,3.4,3.44,3.41,0.03,0.8798,643679.51,223752.237,20210412,3.44,3.6546,3.9412,1.3,,,4.2787,0.6007,0.5879,,,217714.9675,176129.4394,163320.5397,748939.4882,605885.2715,002280,*ST联络,浙江,软件服务,中小板,20090821
002281.SZ ,20210412,22.0,22.04,21.63,21.71,22.1,-0.39,-1.7647,53862.49,117451.379,20210412,21.71,0.8119,1.4262,0.77,42.3553,31.5038,3.0941,2.8383,2.6608,0.759,0.759,69785.1918,66340.8785,37766.0474,1515036.514,1440260.4722,002281,光迅科技,湖北,通信设备,中小板,20090821
002282.SZ ,20210412,10.82,10.95,10.72,10.81,10.8,0.01,0.0926,31257.0,33757.866,20210412,10.81,0.9769,1.6593,1.04,81.4187,44.2211,1.9013,5.0333,4.5499,0.4467,0.4467,54394.4364,31996.6087,18837.2638,588003.8575,345883.34,002282,博深股份,河北,轻工机械,中小板,20090821
002283.SZ ,20210412,6.37,6.42,6.18,6.19,6.37,-0.18,-2.8257,137598.0,86309.128,20210412,6.19,1.3884,1.9195,1.21,13.8307,13.8307,1.3988,1.5863,1.5863,0.5538,0.5538,113484.0378,99106.9026,71684.1197,702466.194,613471.7271,002283,天润工业,山东,汽车配件,中小板,20090821
002284.SZ ,20210412,5.4,5.55,5.33,5.36,5.37,-0.01,-0.1862,156526.3,85144.15,20210412,5.36,2.2817,4.1079,1.76,,,1.6284,1.2419,1.3634,,,73763.1936,68599.5403,38103.5361,395370.7177,367693.536,002284,亚太股份,浙江,汽车配件,中小板,20090828
002285.SZ ,20210412,5.17,5.3,5.03,5.14,5.23,-0.09,-1.7208,651238.89,335647.24,20210412,5.14,3.234,5.9944,1.59,94.2559,94.2559,2.0256,1.5548,1.5548,0.0877,0.0877,203357.9072,201373.6396,108641.9816,1045259.643,1035060.5075,002285,世联行,深圳,房产服务,中小板,20090828
002286.SZ ,20210412,12.3,13.07,11.82,13.07,11.88,1.19,10.0168,565335.35,707813.153,20210412,13.07,15.3103,23.9915,1.25,136.976,98.8892,3.0059,2.6735,2.3687,0.2295,0.2295,36925.6,36925.2663,23563.9651,482617.592,482613.2305,002286,保龄宝,山东,食品,中小板,20090828
002287.SZ ,20210412,23.81,24.36,23.8,24.19,23.97,0.22,0.9178,20104.09,48620.52,20210412,24.19,0.3808,3.093,1.98,35.2201,31.6183,5.3354,9.1461,8.6905,1.4465,1.4465,53034.5767,52794.0162,6499.8474,1282906.4104,1277087.2519,002287,奇正藏药,西藏,中成药,中小板,20090828
002288.SZ ,20210412,7.35,7.53,7.26,7.37,7.4,-0.03,-0.4054,168155.45,124378.551,20210412,7.37,1.8095,2.6555,0.75,319.8211,319.8211,4.3344,5.3736,5.3736,,,93164.3744,92929.6862,63322.9653,686621.4393,684891.7873,002288,超华科技,广东,元器件,中小板,20090903
002289.SZ ,20210412,6.93,7.1,6.8,6.8,6.76,0.04,0.5917,64042.02,44542.103,20210412,6.8,2.4192,3.6034,1.14,,,6.39,13.6689,13.6689,,,28025.3733,26472.4233,17772.8222,190572.5384,180012.4784,002289,ST宇顺,深圳,元器件,中小板,20090903
002290.SZ ,20210412,7.26,7.27,7.16,7.16,7.27,-0.11,-1.5131,14623.43,10535.007,20210412,7.16,0.6755,1.3959,0.56,31.5508,31.5508,3.9391,0.9536,0.9536,,,24271.233,21647.4046,10475.9863,173782.0283,154995.4169,002290,ST禾盛,江苏,家用电器,中小板,20090903
002291.SZ ,20210412,17.65,17.81,16.08,16.28,17.6,-1.32,-7.5,214444.96,358839.737,20210412,16.28,3.4831,4.7598,1.46,79.9071,,3.7374,5.807,5.702,,,73848.7091,61567.6915,45052.9184,1202256.9841,1002322.0176,002291,星期六,广东,服饰,中小板,20090903
