ts_code,trade_date_x,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,trade_date_y,close_y,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,symbol,name,area,industry,market,list_date
000063.SZ ,20210409,28.88,28.95,28.18,28.31,28.87,-0.56,-1.9397,386569.81,1098384.588,20210409,28.31,1.0022,1.3557,1.31,30.6606,30.6606,3.0165,1.2874,1.2874,0.7065,0.7065,461343.4898,385736.6943,285152.6543,13060634.1962,10920205.8156,000063,中兴通讯,深圳,通信设备,主板,19971118
000065.SZ ,20210409,9.44,9.54,9.21,9.25,9.73,-0.48,-4.9332,450846.86,421067.384,20210409,9.25,6.6979,14.9997,0.55,9.4736,9.4736,1.3002,0.5539,0.5539,0.9945,0.9945,76954.0329,67311.6743,30056.9665,711824.8043,622632.9873,000065,北方国际,北京,建筑工程,主板,19980605
000066.SZ ,20210409,14.74,14.74,13.23,13.46,14.7,-1.24,-8.4354,1279832.54,1744939.39,20210409,13.46,4.3713,7.5605,5.54,35.3485,50.8135,5.0102,3.6346,3.5337,0.6464,0.6464,292818.2053,292781.1543,169279.4381,3941333.0433,3940834.3369,000066,中国长城,深圳,IT设备,主板,19970626
000068.SZ ,20210409,2.8,2.88,2.76,2.8,2.81,-0.01,-0.3559,101564.31,28511.695,20210409,2.8,1.0089,1.8425,1.22,469.858,3869.4544,6.2402,12.5227,10.762,,,100667.1464,100667.1464,55123.7969,281868.0099,281868.0099,000068,华控赛格,深圳,环境保护,主板,19970611
000069.SZ ,20210409,10.15,10.56,10.09,10.49,10.07,0.42,4.1708,893215.63,924917.394,20210409,10.49,1.2658,2.1562,1.09,6.7824,6.7824,1.1088,1.0509,1.0509,2.8601,2.8601,820179.3915,705629.8141,414254.7065,8603681.8168,7402056.7499,000069,华侨城A,深圳,旅游景点,主板,19970910
000070.SZ ,20210409,7.01,7.1,6.97,7.04,7.05,-0.01,-0.1418,44058.76,30957.724,20210409,7.04,0.5473,0.8807,0.63,18.0001,27.4135,2.0125,1.2494,1.4343,0.9685,0.9685,82630.8389,80497.4038,50025.1688,581721.1059,566701.7228,000070,特发信息,深圳,通信设备,主板,20000511
000078.SZ ,20210409,3.13,3.19,3.12,3.18,3.14,0.04,1.2739,128550.61,40649.236,20210409,3.18,0.4904,0.9151,1.34,36.3031,115.4763,1.3611,0.2108,0.2213,,,275083.3257,262119.9543,140475.4415,874764.9757,833541.4547,000078,海王生物,深圳,医药商业,主板,19981218
000088.SZ ,20210409,5.77,5.8,5.72,5.74,5.77,-0.03,-0.5199,64137.61,36858.254,20210409,5.74,0.2852,0.877,0.65,35.9184,33.2424,1.5041,21.7578,24.3795,0.2257,0.2257,224916.1747,224916.1747,73135.9747,1291018.8428,1291018.8428,000088,盐田港,深圳,港口,主板,19970728
000089.SZ ,20210409,8.66,8.79,8.6,8.64,8.66,-0.02,-0.2309,112660.19,97756.29,20210409,8.64,0.5494,1.2766,1.11,631.1761,631.1761,1.4858,5.9126,5.9126,0.9259,0.9259,205076.9509,205076.9509,88247.3977,1771864.8558,1771864.8558,000089,深圳机场,深圳,机场,主板,19980420
000090.SZ ,20210409,6.29,6.34,6.25,6.34,6.3,0.04,0.6349,71542.53,45113.838,20210409,6.34,0.3829,0.6338,0.51,9.5831,5.0166,1.3816,0.8078,0.6382,5.9937,5.9937,186854.5434,186829.5089,112883.0861,1184657.8052,1184499.0864,000090,天健集团,深圳,建筑工程,主板,19990721
000096.SZ ,20210409,9.55,9.74,9.42,9.42,9.65,-0.23,-2.3834,16338.0,15503.331,20210409,9.42,0.3198,0.696,1.3,38.2439,38.2439,1.7526,4.0476,4.0476,0.2123,0.2123,52800.0,51084.8,23472.9623,497376.0,481218.816,000096,广聚能源,深圳,石油贸易,主板,20000724
000099.SZ ,20210409,6.86,6.92,6.84,6.89,6.87,0.02,0.2911,29749.09,20496.107,20210409,6.89,0.4909,0.7998,0.7,19.1235,19.1235,1.2007,2.6796,2.6796,0.7257,0.7257,60607.042,60607.042,37195.0946,417582.5194,417582.5194,000099,中信海直,深圳,空运,主板,20000731
000100.SZ ,20210409,9.66,9.83,9.31,9.35,9.69,-0.34,-3.5088,5150434.09,4906498.321,20210409,9.35,3.9933,4.3082,1.28,29.8959,29.8959,3.8724,1.7109,1.7109,0.991,0.991,1403078.8362,1289765.1072,1195486.7364,13118787.1185,12059303.7523,000100,TCL科技,广东,元器件,主板,20040130
000150.SZ ,20210409,2.84,2.94,2.8,2.88,2.89,-0.01,-0.346,234480.89,66936.23,20210409,2.88,2.9092,5.3089,0.92,,,4.2842,1.4104,1.5673,,,87769.7557,80599.0242,44167.1505,252776.8964,232125.1897,000150,宜华健康,广东,医疗保健,主板,20000807
000151.SZ ,20210409,8.23,8.35,8.12,8.22,8.24,-0.02,-0.2427,155937.48,128025.675,20210409,8.22,5.8503,9.7205,0.34,278.0146,160.2473,2.5571,2.0556,2.4393,0.2433,0.2433,29598.0,26654.3967,16042.0467,243295.56,219099.1409,000151,中成股份,北京,商贸代理,主板,20000906
000153.SZ ,20210409,7.2,7.49,7.15,7.4,7.23,0.17,2.3513,68898.97,50439.456,20210409,7.4,2.2085,3.1751,2.44,28.5444,30.2239,1.669,0.7133,0.7045,,,31214.123,31197.723,21699.4605,230984.5102,230863.1502,000153,丰原药业,安徽,化学制药,主板,20000920
000155.SZ ,20210409,11.43,11.95,11.2,11.47,11.33,0.14,1.2357,542712.22,627409.757,20210409,11.47,4.2733,7.555,1.1,67.8012,80.5046,3.9249,7.102,6.9877,,,127000.0,127000.0,71835.1849,1456690.0,1456690.0,000155,川能动力,四川,新型电力,主板,20000926
000156.SZ ,20210409,8.04,8.08,8.02,8.04,8.03,0.01,0.1245,37284.1,29967.1,20210409,8.04,0.2912,0.6818,0.73,23.0779,24.4547,1.0615,4.0148,3.7221,6.0615,6.0615,185293.2442,128029.5337,54686.8435,1489757.6834,1029357.4509,000156,华数传媒,浙江,影视音像,主板,20000906
000157.SZ ,20210409,13.2,13.29,12.55,12.86,13.18,-0.32,-2.4279,1005912.35,1292369.286,20210409,12.86,1.5373,2.1885,1.16,15.308,15.308,2.1966,1.7118,1.7118,1.492,1.492,866661.2984,654352.0492,459637.4114,11145264.2974,8414967.3527,000157,中联重科,湖南,工程机械,主板,20001012
000158.SZ ,20210409,5.0,5.04,4.95,5.01,5.0,0.01,0.2,98234.59,49003.38,20210409,5.01,0.6243,1.072,0.87,79.2186,756.9497,1.366,0.8478,0.9898,,,159861.6721,157348.3915,91638.1063,800906.9772,788315.4414,000158,常山北明,河北,纺织,主板,20000724
000159.SZ ,20210409,5.56,5.66,5.52,5.62,5.56,0.06,1.0791,144093.01,80742.658,20210409,5.62,2.9977,3.8841,0.5,88.8168,25.4604,1.2162,6.2767,5.6933,0.3559,0.3559,48068.5993,48068.5993,37097.7093,270145.5281,270145.5281,000159,国际实业,新疆,石油贸易,主板,20000926
000166.SZ ,20210409,4.65,4.66,4.62,4.64,4.66,-0.02,-0.4292,316018.83,146480.295,20210409,4.64,0.1402,0.2948,0.88,14.9604,14.9604,1.3134,3.9506,3.9506,1.7241,1.7241,2503994.456,2253550.7316,1072120.3457,11618534.2758,10456475.3946,000166,申万宏源,新疆,证券,主板,20150126
000301.SZ ,20210409,15.05,15.13,14.11,14.59,15.13,-0.54,-3.5691,234126.3,340716.776,20210409,14.59,1.3519,1.6618,1.28,43.711,106.6978,4.0454,2.8344,3.2365,0.5712,0.5712,483486.3866,173181.6898,140884.4445,7054066.3805,2526720.8542,000301,东方盛虹,江苏,化纤,主板,20000529
000333.SZ ,20210409,82.98,82.98,80.24,80.45,82.68,-2.23,-2.6971,322385.56,2610503.42,20210409,80.45,0.4689,0.6851,1.17,23.3976,22.738,5.0185,2.0361,2.067,1.965,1.965,704143.5667,687500.2619,470582.3906,56648349.941,55309396.0699,000333,美的集团,广东,家用电器,主板,20130918
000338.SZ ,20210409,18.87,19.35,18.67,18.95,18.87,0.08,0.424,715095.64,1356784.855,20210409,18.95,1.6848,1.7151,0.92,16.3294,16.3294,2.9363,0.7613,0.7613,1.5092,1.5092,793387.3895,424431.5825,416941.0776,15034691.031,8042978.4884,000338,潍柴动力,山东,汽车配件,主板,20070430
000400.SZ ,20210409,14.59,14.78,14.51,14.75,14.63,0.12,0.8202,119970.24,176151.595,20210409,14.75,1.1899,2.097,0.72,20.7731,20.7731,1.7158,1.329,1.329,0.4068,0.4068,100832.7309,100827.0065,57210.6801,1487282.7808,1487198.3459,000400,许继电气,河南,电气设备,主板,19970418
000401.SZ ,20210409,15.23,15.39,15.1,15.31,15.26,0.05,0.3277,129614.79,197900.067,20210409,15.31,0.9621,1.5274,0.56,7.2388,7.2388,1.4462,0.5815,0.5815,3.2658,3.2658,134752.2914,134720.718,84862.3805,2063057.5813,2062574.1926,000401,冀东水泥,河北,水泥,主板,19960614
000402.SZ ,20210409,6.71,6.9,6.7,6.75,6.73,0.02,0.2972,211834.88,143490.673,20210409,6.75,0.709,1.0299,0.48,8.0752,8.0752,0.5544,1.1133,1.1133,4.4444,4.4444,298892.9907,298763.6046,205692.7893,2017527.6872,2016654.3311,000402,金融街,北京,全国地产,主板,19960626
000403.SZ ,20210409,36.22,36.36,35.35,35.57,36.37,-0.8,-2.1996,11300.09,40304.438,20210409,35.57,0.232,0.467,0.77,162.2862,139.4935,4.4931,28.437,24.8,0.1267,0.1267,73203.5361,48716.99,24194.8309,2603849.7791,1732863.3343,000403,派林生物,山西,生物制药,主板,19960628
000404.SZ ,20210409,4.38,4.53,4.37,4.51,4.38,0.13,2.968,118299.86,52717.468,20210409,4.51,1.7031,2.4563,1.76,27.0517,27.0517,0.9463,0.3003,0.3003,0.4435,0.4435,69599.5979,69462.2798,48162.7826,313894.1865,313274.8819,000404,长虹华意,江西,专用机械,主板,19960619
000407.SZ ,20210409,4.22,4.26,4.2,4.22,4.22,0.0,0.0,56404.0,23829.29,20210409,4.22,0.6441,0.8609,0.58,27.8351,25.6958,1.5117,0.6944,0.8739,0.8294,0.8294,88008.4656,87574.383,65517.001,371395.7248,369563.8963,000407,胜利股份,山东,供气供热,主板,19960703
000408.SZ ,20210409,11.4,11.72,11.11,11.16,11.34,-0.18,-1.5873,112561.1,128955.406,20210409,11.16,2.3773,2.3773,0.91,72.1814,18094.326,2.7962,11.023,10.8804,,,199377.9522,47348.616,47348.616,2225057.9466,528410.5546,000408,*ST藏格,青海,农药化肥,主板,19960628
000410.SZ ,20210409,3.97,4.11,3.96,4.0,3.98,0.02,0.5025,29447.0,11840.073,20210409,4.0,0.1752,0.2855,1.17,,,12.2977,6.7218,6.2773,,,168403.5944,168091.3944,103142.6831,673614.3776,672365.5776,000410,*ST沈机,辽宁,机床制造,主板,19960718
000411.SZ ,20210409,13.44,13.5,13.32,13.43,13.42,0.01,0.0745,19507.01,26146.899,20210409,13.43,0.9409,2.0761,0.72,22.127,23.3989,2.0617,0.1359,0.1349,0.4542,0.4542,24893.9935,20732.2071,9395.8099,334326.3327,278433.5414,000411,英特集团,浙江,医药商业,主板,19960716
000413.SZ ,20210409,2.16,2.17,2.12,2.13,2.17,-0.04,-1.8433,398109.36,84995.201,20210409,2.13,0.8185,0.9831,0.87,,,0.4109,0.6963,1.2787,,,573025.0118,486412.4064,404940.1293,1220543.2751,1036058.4256,000413,东旭光电,河北,元器件,主板,19960925
000415.SZ ,20210409,2.24,2.27,2.23,2.25,2.25,0.0,0.0,127628.0,28677.861,20210409,2.25,0.3598,0.628,0.77,7.5279,,0.4208,0.3586,0.3931,,,618452.1282,354739.6604,203235.4344,1391517.2885,798164.2359,000415,渤海租赁,新疆,多元金融,主板,19960716
000416.SZ ,20210409,4.81,4.87,4.77,4.84,4.81,0.03,0.6237,37184.0,17946.731,20210409,4.84,0.6994,0.9033,0.71,73.5028,73.5028,2.8597,230.3057,230.3057,0.6198,0.6198,53187.1494,53164.1098,41165.967,257425.8031,257314.2914,000416,民生控股,山东,多元金融,主板,19960719
000417.SZ ,20210409,4.58,4.65,4.56,4.64,4.58,0.06,1.31,30732.0,14189.101,20210409,4.64,0.3945,0.6368,1.05,22.6725,28.7967,0.8977,0.3317,0.4997,1.7241,1.7241,77988.42,77902.7451,48263.6984,361866.2688,361468.7373,000417,合肥百货,安徽,百货,主板,19960812
000419.SZ ,20210409,4.5,4.51,4.46,4.5,4.51,-0.01,-0.2217,15031.04,6740.551,20210409,4.5,0.2767,0.4972,0.51,14.0239,12.1164,0.8003,0.7079,0.8548,,,54358.2655,54328.9983,30231.7499,244612.1948,244480.4924,000419,通程控股,湖南,百货,主板,19960816
