ts_code,trade_date_x,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,trade_date_y,close_y,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,symbol,name,area,industry,market,list_date
000059.SZ ,20210414,6.2,6.24,5.62,6.2,6.24,-0.04,-0.641,388944.39,237359.448,20210414,6.2,2.4318,4.6635,1.59,30.5604,30.5604,0.7326,0.3258,0.3258,3.7903,3.7903,159944.2537,159943.9081,83401.9906,991654.3729,991652.2302,000059,华锦股份,辽宁,石油加工,主板,19970130
000060.SZ ,20210414,4.65,4.68,4.6,4.67,4.64,0.03,0.6466,317679.41,147584.208,20210414,4.67,0.8901,1.228,0.55,16.7537,16.7537,1.4417,0.5516,0.5516,1.5417,1.5417,356992.0299,356883.0449,258694.009,1667152.7796,1666643.8197,000060,中金岭南,深圳,铅锌,主板,19970123
000061.SZ ,20210414,5.84,5.86,5.76,5.83,5.86,-0.03,-0.5119,35345.99,20555.736,20210414,5.83,0.2085,0.316,0.81,31.8964,23.52,1.8447,3.4677,3.2244,1.0292,1.0292,169696.4131,169542.1233,111850.357,989330.0884,988430.5788,000061,农产品,深圳,农业综合,主板,19970110
000062.SZ ,20210414,12.65,12.88,12.5,12.75,12.56,0.19,1.5127,42600.92,54244.912,20210414,12.75,0.4078,1.7179,1.11,21.3535,21.3535,2.4086,0.8166,0.8166,1.1765,1.1765,104590.9322,104455.2962,24797.728,1333534.3856,1331805.0266,000062,深圳华强,深圳,批发业,主板,19970130
000063.SZ ,20210414,28.0,28.17,27.82,28.08,28.0,0.08,0.2857,327012.81,914640.427,20210414,28.08,0.8478,1.1468,1.11,30.4115,30.4115,2.992,1.2769,1.2769,0.7123,0.7123,461343.4898,385736.6943,285152.6543,12954525.1936,10831486.3759,000063,中兴通讯,深圳,通信设备,主板,19971118
000065.SZ ,20210414,8.76,8.8,8.3,8.61,8.86,-0.25,-2.8217,276848.31,237892.855,20210414,8.61,4.1129,9.2108,0.55,8.8181,8.8181,1.2102,0.5156,0.5156,1.0685,1.0685,76954.0329,67311.6743,30056.9665,662574.2233,579553.5157,000065,北方国际,北京,建筑工程,主板,19980605
000066.SZ ,20210414,12.56,12.85,12.39,12.83,12.55,0.28,2.2311,339971.36,429664.678,20210414,12.83,1.1612,2.0083,0.59,33.694,40.411,4.1923,3.4645,2.6006,0.6781,0.6781,292818.2053,292781.1543,169279.4381,3756857.574,3756382.2097,000066,中国长城,深圳,IT设备,主板,19970626
000068.SZ ,20210414,2.71,2.75,2.69,2.73,2.72,0.01,0.3676,43197.86,11774.955,20210414,2.73,0.4291,0.7837,0.43,458.1116,3772.718,6.0842,12.2096,10.493,,,100667.1464,100667.1464,55123.7969,274821.3097,274821.3097,000068,华控赛格,深圳,环境保护,主板,19970611
000069.SZ ,20210414,10.17,10.63,10.17,10.63,10.1,0.53,5.2475,1058274.24,1107439.764,20210414,10.63,1.4998,2.5546,1.13,6.8729,6.8729,1.1236,1.0649,1.0649,2.8224,2.8224,820179.3915,705629.8141,414254.7065,8718506.9316,7500844.9239,000069,华侨城A,深圳,旅游景点,主板,19970910
000070.SZ ,20210414,7.05,7.1,6.93,7.08,7.17,-0.09,-1.2552,80294.23,56419.121,20210414,7.08,0.9975,1.6051,0.92,18.1024,27.5693,2.0239,1.2565,1.4424,0.963,0.963,82630.8389,80497.4038,50025.1688,585026.3394,569921.6189,000070,特发信息,深圳,通信设备,主板,20000511
000078.SZ ,20210414,3.16,3.18,3.1,3.15,3.19,-0.04,-1.2539,159845.56,50127.954,20210414,3.15,0.6098,1.1379,1.13,35.9606,114.3869,1.3483,0.2088,0.2192,,,275083.3257,262119.9543,140475.4415,866512.476,825677.856,000078,海王生物,深圳,医药商业,主板,19981218
000088.SZ ,20210414,5.7,5.7,5.64,5.7,5.68,0.02,0.3521,29522.91,16748.406,20210414,5.7,0.1313,0.4037,0.33,35.6681,33.0107,1.4936,21.6062,24.2096,0.2272,0.2272,224916.1747,224916.1747,73135.9747,1282022.1958,1282022.1958,000088,盐田港,深圳,港口,主板,19970728
000089.SZ ,20210414,8.3,8.46,8.25,8.38,8.52,-0.14,-1.6432,167905.53,140338.79,20210414,8.38,0.8187,1.9027,1.11,612.1824,612.1824,1.4411,5.7347,5.7347,0.9547,0.9547,205076.9509,205076.9509,88247.3977,1718544.8485,1718544.8485,000089,深圳机场,深圳,机场,主板,19980420
000090.SZ ,20210414,6.23,6.25,6.07,6.1,6.24,-0.14,-2.2436,192477.52,117962.668,20210414,6.1,1.0302,1.7051,1.04,7.6694,7.6694,1.347,0.6656,0.6656,6.2295,6.2295,186854.5434,186828.7589,112882.3361,1139812.7147,1139655.4293,000090,天健集团,深圳,建筑工程,主板,19990721
000096.SZ ,20210414,9.35,9.46,9.34,9.45,9.4,0.05,0.5319,4483.68,4213.498,20210414,9.45,0.0878,0.191,0.34,38.3657,38.3657,1.7582,4.0605,4.0605,0.2116,0.2116,52800.0,51084.8,23472.9623,498960.0,482751.36,000096,广聚能源,深圳,石油贸易,主板,20000724
000099.SZ ,20210414,6.74,6.92,6.73,6.91,6.78,0.13,1.9174,36693.1,25144.705,20210414,6.91,0.6054,0.9865,0.99,19.179,19.179,1.2042,2.6874,2.6874,0.7236,0.7236,60607.042,60607.042,37195.0946,418794.6602,418794.6602,000099,中信海直,深圳,空运,主板,20000731
000100.SZ ,20210414,8.86,9.29,8.82,9.13,8.83,0.3,3.3975,5165571.93,4706684.011,20210414,9.13,4.005,4.3209,1.04,29.1924,29.1924,3.7813,1.6707,1.6707,1.0149,1.0149,1403078.8362,1289765.1072,1195486.7364,12810109.7745,11775555.4287,000100,TCL科技,广东,元器件,主板,20040130
000150.SZ ,20210414,2.74,2.84,2.69,2.75,2.8,-0.05,-1.7857,166338.05,45822.703,20210414,2.75,2.0638,3.7661,0.85,,,4.0908,1.3467,1.4966,,,87769.7557,80599.0242,44167.1505,241366.8282,221647.3166,000150,宜华健康,广东,医疗保健,主板,20000807
000151.SZ ,20210414,7.82,7.87,7.66,7.83,7.82,0.01,0.1279,81926.44,63726.93,20210414,7.83,3.0737,5.107,0.4,,,3.635,2.968,2.968,0.2554,0.2554,29598.0,26654.3967,16042.0467,231752.34,208703.9262,000151,中成股份,北京,商贸代理,主板,20000906
000153.SZ ,20210414,8.12,8.21,7.82,7.99,8.29,-0.3,-3.6188,153190.59,122533.172,20210414,7.99,4.9103,7.0596,1.41,30.8203,32.6336,1.8021,0.7702,0.7607,,,31214.123,31197.723,21699.4605,249400.8428,249269.8068,000153,丰原药业,安徽,化学制药,主板,20000920
000155.SZ ,20210414,10.5,11.05,10.37,10.96,10.4,0.56,5.3846,599924.22,644795.236,20210414,10.96,4.7238,8.3514,1.28,64.7865,76.9251,3.7504,6.7862,6.677,,,127000.0,127000.0,71835.1849,1391920.0,1391920.0,000155,川能动力,四川,新型电力,主板,20000926
000156.SZ ,20210414,8.11,8.17,8.05,8.14,8.1,0.04,0.4938,45581.0,37020.338,20210414,8.14,0.356,0.8335,0.88,23.3649,24.7589,1.0747,4.0647,3.7684,5.987,5.987,185293.2442,128029.5337,54686.8435,1508287.0078,1042160.4043,000156,华数传媒,浙江,影视音像,主板,20000906
000157.SZ ,20210414,12.11,12.49,12.1,12.33,12.19,0.14,1.1485,675458.5,832440.534,20210414,12.33,1.0323,1.4695,0.73,14.6771,14.6771,2.1061,1.6412,1.6412,1.5562,1.5562,866661.2984,654352.0492,459637.4114,10685933.8093,8068160.7666,000157,中联重科,湖南,工程机械,主板,20001012
000158.SZ ,20210414,4.93,4.95,4.84,4.94,4.92,0.02,0.4065,102450.15,50169.743,20210414,4.94,0.6511,1.118,0.87,78.1118,746.3736,1.3469,0.836,0.9759,,,159861.6721,157348.3915,91638.1063,789716.6602,777301.054,000158,常山北明,河北,纺织,主板,20000724
000159.SZ ,20210414,5.33,5.41,5.31,5.39,5.33,0.06,1.1257,85570.83,45951.273,20210414,5.39,1.7802,2.3066,0.43,85.1819,24.4184,1.1664,6.0198,5.4603,0.3711,0.3711,48068.5993,48068.5993,37097.7093,259089.7502,259089.7502,000159,国际实业,新疆,石油贸易,主板,20000926
000166.SZ ,20210414,4.57,4.59,4.56,4.58,4.57,0.01,0.2188,296864.95,135911.453,20210414,4.58,0.1317,0.2769,0.74,14.767,14.767,1.2964,3.8996,3.8996,1.7467,1.7467,2503994.456,2253550.7316,1072120.3457,11468294.6085,10321262.3507,000166,申万宏源,新疆,证券,主板,20150126
000301.SZ ,20210414,14.56,14.65,14.35,14.5,14.38,0.12,0.8345,78760.54,114009.396,20210414,14.5,0.4548,0.559,0.45,43.4414,106.0396,4.0205,2.8169,3.2166,0.5747,0.5747,483486.3866,173181.6898,140884.4445,7010552.6057,2511134.5021,000301,东方盛虹,江苏,化纤,主板,20000529
000333.SZ ,20210414,78.97,80.63,78.89,80.13,78.69,1.44,1.83,210692.29,1685738.018,20210414,80.13,0.3065,0.4477,0.83,23.3045,22.6475,4.9986,2.028,2.0588,1.9729,1.9729,704143.5667,687500.2619,470582.3906,56423023.9997,55089395.986,000333,美的集团,广东,家用电器,主板,20130918
000338.SZ ,20210414,18.73,19.12,18.69,18.95,18.69,0.26,1.3911,424041.63,803951.414,20210414,18.95,0.9991,1.017,0.54,16.3294,16.3294,2.9363,0.7613,0.7613,1.5092,1.5092,793387.3895,424431.5825,416941.0776,15034691.031,8042978.4884,000338,潍柴动力,山东,汽车配件,主板,20070430
000400.SZ ,20210414,14.98,15.08,14.8,15.05,15.02,0.03,0.1997,121537.88,181682.253,20210414,15.05,1.2054,2.1244,0.76,21.1957,21.1957,1.7507,1.356,1.356,0.3987,0.3987,100832.7309,100827.0065,57210.6801,1517532.6,1517446.4478,000400,许继电气,河南,电气设备,主板,19970418
000401.SZ ,20210414,14.8,14.82,14.54,14.59,14.88,-0.29,-1.9489,162144.66,237213.425,20210414,14.59,1.2036,1.9107,1.19,6.8983,6.8983,1.3782,0.5541,0.5541,3.427,3.427,134752.2914,134720.718,84862.3805,1966035.9315,1965575.2756,000401,冀东水泥,河北,水泥,主板,19960614
000402.SZ ,20210414,6.49,6.58,6.49,6.53,6.51,0.02,0.3072,133630.28,87213.249,20210414,6.53,0.4473,0.6497,0.43,7.812,7.812,0.5363,1.0771,1.0771,4.5942,4.5942,298892.9907,298763.6046,205692.7893,1951771.2293,1950926.338,000402,金融街,北京,全国地产,主板,19960626
000403.SZ ,20210414,34.55,34.97,34.37,34.75,34.55,0.2,0.5789,10613.27,36811.791,20210414,34.75,0.2179,0.4387,0.77,158.545,136.2777,4.3895,27.7814,24.2283,0.1297,0.1297,73203.5361,48716.99,24194.8309,2543822.8795,1692915.4025,000403,派林生物,山西,生物制药,主板,19960628
000404.SZ ,20210414,4.26,4.34,4.23,4.31,4.26,0.05,1.1737,62175.52,26655.44,20210414,4.31,0.8951,1.2909,0.67,25.852,25.852,0.9043,0.287,0.287,0.464,0.464,69599.5979,69462.2798,48162.7826,299974.2669,299382.4259,000404,长虹华意,江西,专用机械,主板,19960619
000407.SZ ,20210414,4.07,4.14,4.01,4.08,4.08,0.0,0.0,48580.35,19775.511,20210414,4.08,0.5547,0.7415,0.71,26.9116,24.8434,1.4615,0.6714,0.8449,0.8578,0.8578,88008.4656,87574.383,65517.001,359074.5396,357303.4826,000407,胜利股份,山东,供气供热,主板,19960703
000408.SZ ,20210414,10.67,10.85,10.52,10.75,10.62,0.13,1.2241,63985.02,68503.636,20210414,10.75,1.3514,1.3514,0.48,93.6404,93.6404,2.7072,11.2599,11.2599,,,199377.9522,47348.616,47348.616,2143312.9862,508997.622,000408,*ST藏格,青海,农药化肥,主板,19960628
000409.SZ ,20210414,4.62,4.87,4.6,4.72,4.6,0.12,2.6087,67194.12,31452.649,20210414,4.72,1.6565,1.9771,0.84,32.6555,32.6555,4.8286,1.1147,1.1147,,,51093.1158,40563.1244,33986.2554,241159.5066,191457.9472,000409,山东地矿,山东,综合类,主板,19960627
000410.SZ ,20210414,3.83,3.85,3.68,3.82,3.83,-0.01,-0.2611,35386.3,13352.428,20210414,3.82,0.2105,0.3431,1.19,,,11.7443,6.4193,5.9949,,,168403.5944,168091.3944,103142.6831,643301.7306,642109.1266,000410,*ST沈机,辽宁,机床制造,主板,19960718
000411.SZ ,20210414,13.15,13.25,13.06,13.17,13.16,0.01,0.076,18418.0,24210.546,20210414,13.17,0.8884,1.9602,0.7,21.6987,22.946,2.0218,0.1333,0.1323,0.4632,0.4632,24893.9935,20732.2071,9395.8099,327853.8944,273043.1675,000411,英特集团,浙江,医药商业,主板,19960716
000413.SZ ,20210414,2.12,2.17,2.1,2.15,2.12,0.03,1.4151,497729.04,106534.577,20210414,2.15,1.0233,1.2291,1.08,,,0.4148,0.7028,1.2907,,,573025.0118,486412.4064,404940.1293,1232003.7754,1045786.6738,000413,东旭光电,河北,元器件,主板,19960925
000415.SZ ,20210414,2.23,2.25,2.21,2.23,2.24,-0.01,-0.4464,120136.12,26777.101,20210414,2.23,0.3387,0.5911,0.58,7.461,,0.417,0.3554,0.3896,,,618452.1282,354739.6604,203235.4344,1379148.2459,791069.4427,000415,渤海租赁,新疆,多元金融,主板,19960716
000416.SZ ,20210414,4.72,4.75,4.68,4.73,4.73,0.0,0.0,31290.63,14717.227,20210414,4.73,0.5886,0.7601,0.83,71.8322,71.8322,2.7947,225.0715,225.0715,0.6342,0.6342,53187.1494,53164.1098,41165.967,251575.2167,251466.2394,000416,民生控股,山东,多元金融,主板,19960719
000417.SZ ,20210414,4.72,5.1,4.68,4.92,4.72,0.2,4.2373,212574.42,104133.569,20210414,4.92,2.7287,4.4044,4.47,27.9958,27.9958,0.9494,0.6062,0.6062,1.626,1.626,77988.42,77902.7451,48263.6984,383703.0264,383281.5059,000417,合肥百货,安徽,百货,主板,19960812
000419.SZ ,20210414,4.46,4.62,4.46,4.6,4.48,0.12,2.6786,46027.28,21001.609,20210414,4.6,0.8472,1.5225,2.25,14.3355,12.3856,0.8181,0.7236,0.8738,,,54358.2655,54328.9983,30231.7499,250048.0213,249913.3922,000419,通程控股,湖南,百货,主板,19960816
