ts_code,trade_date_x,open,high,low,close_x,pre_close,change,pct_chg,vol,amount,trade_date_y,close_y,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,symbol,name,area,industry,market,list_date
002882.SZ ,20210414,8.56,8.6,8.5,8.57,8.53,0.04,0.4689,7638.0,6533.075,20210414,8.57,0.3098,0.858,0.66,19.3299,19.3299,1.9053,1.1596,1.1596,3.5006,3.5006,43290.0,24652.5,8902.5,370995.3,211271.925,002882,金龙羽,深圳,电气设备,中小板,20170717
002883.SZ ,20210414,12.09,12.67,11.96,12.46,12.08,0.38,3.1457,11894.3,14687.955,20210414,12.46,1.3342,2.0579,2.38,24.8775,25.6667,3.1051,5.204,5.2494,0.9638,0.9638,13025.7852,8914.8882,5779.7082,162301.2836,111079.507,002883,中设股份,江苏,建筑工程,中小板,20170620
002884.SZ ,20210414,29.06,29.56,28.5,28.84,29.01,-0.17,-0.586,10491.36,30336.037,20210414,28.84,0.494,0.6989,0.96,26.8812,21.379,3.8843,6.4502,5.6865,3.4479,3.4479,25388.2265,21235.5669,15010.1839,732196.4523,612433.7494,002884,凌霄泵业,广东,专用机械,中小板,20170711
002885.SZ ,20210414,13.84,14.25,13.16,13.52,13.59,-0.07,-0.5151,88985.75,121588.554,20210414,13.52,7.4632,11.836,3.46,46.7423,47.6752,2.9727,1.8259,1.899,0.3698,0.3698,18000.0,11923.3131,7518.2064,243360.0,161203.1931,002885,京泉华,深圳,元器件,中小板,20170627
002886.SZ ,20210414,24.67,25.49,24.53,25.39,24.69,0.7,2.8352,13354.0,33545.009,20210414,25.39,1.5751,2.4842,0.63,52.2673,52.2673,3.0552,2.9354,2.9354,0.2809,0.2809,13327.8547,8478.0279,5375.6013,338394.2308,215257.1284,002886,沃特股份,深圳,塑料,中小板,20170627
002887.SZ ,20210414,11.71,11.91,11.57,11.88,11.78,0.1,0.8489,31091.75,36555.15,20210414,11.88,1.9243,3.0599,0.64,13.1706,12.6006,1.8622,3.9091,3.756,1.4029,5.5303,31200.0,16157.6025,10161.116,370656.0,191952.3177,002887,绿茵生态,天津,环境保护,中小板,20170801
002888.SZ ,20210414,14.05,14.34,14.05,14.3,14.09,0.21,1.4904,5995.95,8516.361,20210414,14.3,0.9569,1.4497,0.69,68.152,58.2001,4.1726,6.4875,6.7131,1.3986,1.3986,12467.64,6265.9938,4135.9384,178287.252,89603.7113,002888,惠威科技,广东,元器件,中小板,20170721
002889.SZ ,20210414,24.36,24.95,24.33,24.9,24.31,0.59,2.427,4923.0,12174.442,20210414,24.9,0.5457,1.3277,0.82,22.7712,17.2198,1.9716,0.2435,1.1241,0.8795,0.8795,13810.1429,9022.1804,3708.0054,343872.5582,224652.292,002889,东方嘉盛,深圳,仓储物流,中小板,20170731
002890.SZ ,20210414,24.16,24.86,23.9,24.69,24.16,0.53,2.1937,12406.0,30323.63,20210414,24.69,2.8947,4.5656,0.67,192.4479,70.2855,2.9845,5.8337,4.0516,0.81,0.81,6667.0,4285.7892,2717.3023,164608.23,105816.1353,002890,弘宇股份,山东,农用机械,中小板,20170802
002891.SZ ,20210414,45.51,46.83,45.33,45.63,45.7,-0.07,-0.1532,14427.64,66327.529,20210414,45.63,0.8074,1.9955,0.61,66.33,66.33,5.179,4.0071,4.0071,0.114,0.114,19607.5132,17869.4995,7230.0432,894690.8273,815385.2622,002891,中宠股份,山东,饲料,中小板,20170821
002892.SZ ,20210414,20.76,20.77,20.39,20.72,20.51,0.21,1.0239,3118.5,6413.156,20210414,20.72,0.375,0.5781,0.85,33.442,29.3445,4.1147,3.4615,2.9703,2.168,2.168,14212.0,8316.5275,5394.675,294472.64,172318.4498,002892,科力尔,湖南,电气设备,中小板,20170817
002893.SZ ,20210414,9.99,10.09,9.59,9.83,10.65,-0.82,-7.6995,278226.46,270471.221,20210414,9.83,22.2657,27.0029,0.8,42.6511,47.1919,3.2974,2.1921,2.147,0.7825,0.7825,20505.732,12495.7175,10303.5895,201571.3456,122832.903,002893,华通热力,北京,供气供热,中小板,20170915
002895.SZ ,20210414,10.06,10.17,10.01,10.12,10.04,0.08,0.7968,23281.0,23467.786,20210414,10.12,0.4812,1.3469,0.6,34.6592,34.6592,1.6791,2.7812,2.7812,2.474,2.474,48842.3,48382.0,17285.2,494284.076,489625.84,002895,川恒股份,贵州,化工原料,中小板,20170825
002896.SZ ,20210414,24.27,24.65,24.02,24.54,24.29,0.25,1.0292,12932.0,31583.756,20210414,24.54,1.6165,3.7758,1.02,27.9531,27.9531,2.8331,2.5812,2.5812,0.4075,0.4075,8000.0,8000.0,3425.0,196320.0,196320.0,002896,中大力德,浙江,机械基件,中小板,20170829
002897.SZ ,20210414,21.81,22.19,21.81,22.17,21.98,0.19,0.8644,7793.2,17217.62,20210414,22.17,0.4586,0.9446,0.58,86.1533,23.0076,2.899,2.332,1.2339,0.2255,0.2255,17067.2,16994.301,8249.8759,378379.824,376763.6532,002897,意华股份,浙江,元器件,中小板,20170907
002898.SZ ,20210414,8.66,8.89,8.65,8.8,8.71,0.09,1.0333,4649.8,4093.74,20210414,8.8,0.2642,0.3669,0.95,56.3544,,2.6184,5.2776,11.2075,0.3099,0.3099,17600.0,17600.0,12673.4112,154880.0,154880.0,002898,赛隆药业,广东,化学制药,中小板,20170912
002899.SZ ,20210414,12.52,12.73,12.44,12.71,12.51,0.2,1.5987,7612.18,9587.211,20210414,12.71,0.6344,1.1626,0.88,30.1675,38.5522,1.4065,1.6267,1.7572,,,12000.0,11999.85,6547.77,152520.0,152518.0935,002899,英派斯,山东,文教休闲,中小板,20170915
002900.SZ ,20210414,14.98,16.85,14.7,15.21,15.47,-0.26,-1.6807,365716.72,580850.581,20210414,15.21,11.5514,14.1489,1.18,27.1778,161.419,2.7117,2.2908,3.5829,1.8013,1.8013,31660.005,31660.005,25847.6925,481548.6761,481548.6761,002900,哈三联,黑龙江,化学制药,中小板,20170922
002901.SZ ,20210414,53.32,55.3,53.0,54.65,53.32,1.33,2.4944,11641.13,63503.156,20210414,54.65,0.3424,2.8682,0.66,47.2237,39.9325,11.4259,17.4834,14.6845,1.0979,1.0979,40223.58,33998.1443,4058.7225,2198218.647,1857998.586,002901,大博医疗,福建,医疗保健,中小板,20170922
002902.SZ ,20210414,10.51,10.58,10.34,10.54,10.45,0.09,0.8612,17808.0,18695.205,20210414,10.54,0.848,0.978,1.01,82.0676,192.8769,2.0854,1.58,1.4289,0.4744,0.4744,21000.0,21000.0,18208.171,221340.0,221340.0,002902,铭普光磁,广东,元器件,中小板,20170929
002903.SZ ,20210414,13.57,13.57,13.27,13.49,13.46,0.03,0.2229,22894.84,30750.197,20210414,13.49,2.5185,3.394,0.77,47.4305,28.2445,3.0133,6.7562,5.2113,,,15240.0,9090.6801,6745.6164,205587.6,122633.2745,002903,宇环数控,湖南,机床制造,中小板,20171013
002905.SZ ,20210414,9.17,9.52,9.15,9.45,9.18,0.27,2.9412,43069.64,40515.665,20210414,9.45,1.2325,4.578,1.4,33.3588,,2.2876,1.7189,4.8875,0.3779,0.3779,37632.0,34944.0,9408.0,355622.4,330220.8,002905,金逸影视,广东,影视音像,中小板,20171016
002906.SZ ,20210414,27.92,28.4,27.71,28.05,27.7,0.35,1.2635,40632.96,113999.653,20210414,28.05,0.8643,4.0792,0.62,178.1465,73.2991,3.7034,3.9222,3.9326,0.3542,0.3542,47310.0,47011.9573,9961.0868,1327045.5,1318685.4023,002906,华阳集团,广东,汽车配件,中小板,20171013
002907.SZ ,20210414,12.61,12.98,12.57,12.9,12.75,0.15,1.1765,22409.89,28692.998,20210414,12.9,0.7896,3.8235,0.46,30.5277,44.2705,4.8245,6.1539,5.8711,0.3411,0.3411,40170.1644,28381.797,5861.0525,518195.1208,366125.1813,002907,华森制药,重庆,化学制药,中小板,20171020
002908.SZ ,20210414,12.86,13.05,12.86,12.98,12.93,0.05,0.3867,8628.0,11201.41,20210414,12.98,0.6028,0.7888,0.65,29.7281,30.9293,3.5029,5.34,4.9511,1.156,1.156,20079.4668,14313.3491,10937.5653,260631.4791,185787.2713,002908,德生科技,广东,元器件,中小板,20171020
002909.SZ ,20210414,10.19,10.19,9.95,10.03,10.34,-0.31,-2.9981,23964.8,24050.248,20210414,10.03,1.1076,2.3194,1.26,23.9208,23.9208,3.1055,2.1237,2.1237,1.8742,1.8742,26651.8148,21637.5657,10332.203,267317.7024,217024.784,002909,集泰股份,广东,化工原料,中小板,20171026
002910.SZ ,20210414,9.56,9.6,9.4,9.46,9.58,-0.12,-1.2526,40015.19,37935.188,20210414,9.46,3.1247,5.3989,1.03,211.4723,211.4723,1.3887,2.988,2.988,0.4744,0.4744,23368.06,12806.195,7411.79,221061.8476,121146.6047,002910,庄园牧场,甘肃,乳制品,中小板,20171031
002911.SZ ,20210414,18.8,18.85,18.12,18.58,18.77,-0.19,-1.0123,36807.8,68060.855,20210414,18.58,0.6624,6.0086,0.78,22.0203,22.0203,3.0857,1.3747,1.3747,2.6911,2.6911,55600.0,55565.8875,6125.8875,1033048.0,1032414.1898,002911,佛燃能源,广东,供气供热,中小板,20171122
002912.SZ ,20210414,44.0,44.29,41.7,42.6,44.46,-1.86,-4.1835,51458.26,220675.238,20210414,42.6,4.1093,5.1203,1.88,25.1864,30.9336,4.2693,8.2171,7.79,0.9536,0.9536,17447.104,12522.496,10049.776,743246.6304,533458.3296,002912,中新赛克,深圳,软件服务,中小板,20171121
002913.SZ ,20210414,65.02,65.59,64.3,64.8,64.9,-0.1,-0.1541,6963.0,45181.826,20210414,64.8,0.5405,3.2384,0.43,38.483,29.4767,3.3721,4.5232,3.5368,0.7182,0.7182,15886.8152,12883.1662,2150.1662,1029465.625,834829.1698,002913,奥士康,湖南,元器件,中小板,20171201
002915.SZ ,20210414,17.95,18.3,17.82,18.29,17.91,0.38,2.1217,10890.5,19707.335,20210414,18.29,1.2062,1.4883,0.6,,,3.8408,5.2622,3.61,,,20402.0455,9028.5748,7317.6523,373153.4122,165132.6331,002915,中欣氟材,浙江,化工原料,中小板,20171205
002916.SZ ,20210414,79.0,79.96,78.31,79.69,79.1,0.59,0.7459,43686.96,346199.058,20210414,79.69,0.9035,2.8102,1.06,27.2666,27.9154,5.0444,3.3614,3.2969,1.0008,1.0008,48932.481,48352.6967,15545.8297,3899429.4109,3853226.4,002916,深南电路,深圳,元器件,中小板,20171213
002917.SZ ,20210414,8.63,8.83,8.51,8.75,8.5,0.25,2.9412,12141.7,10548.61,20210414,8.75,0.6535,1.4007,1.05,38.748,33.3727,3.1429,5.2579,4.0725,0.7619,0.7619,27134.4,18580.8,8668.4,237426.0,162582.0,002917,金奥博,深圳,化工原料,中小板,20171208
002918.SZ ,20210414,38.97,40.21,38.81,39.81,39.2,0.61,1.5561,29521.92,116470.695,20210414,39.81,1.3844,2.2709,0.7,28.735,28.735,5.0544,3.3462,3.3462,0.8732,0.8732,40883.2398,21325.2649,13000.1524,1627561.7764,848958.7957,002918,蒙娜丽莎,广东,其他建材,中小板,20171219
002919.SZ ,20210414,44.8,45.51,44.2,44.89,44.7,0.19,0.4251,4734.0,21257.886,20210414,44.89,0.6921,1.0584,1.27,237.5843,111.392,9.136,10.5953,9.0838,0.2228,0.2228,12213.5745,6840.0495,4472.5995,548267.3593,307049.8221,002919,名臣健康,广东,日用化工,中小板,20171218
002920.SZ ,20210414,87.78,92.87,87.74,91.8,87.4,4.4,5.0343,30371.7,276893.651,20210414,91.8,0.5524,1.5565,0.99,97.4428,97.4428,10.881,7.426,7.426,0.2179,0.2179,55000.0,54985.0,19513.1875,5049000.0,5047623.0,002920,德赛西威,广东,汽车配件,中小板,20171226
002921.SZ ,20210414,19.29,19.81,19.19,19.75,19.29,0.46,2.3847,6906.18,13508.784,20210414,19.75,1.1051,1.6577,0.74,22.4061,22.4061,2.2982,1.7661,1.7661,1.4892,1.4892,8160.045,6249.545,4166.045,161160.8888,123428.5138,002921,联诚精密,山东,汽车配件,中小板,20171227
002922.SZ ,20210414,15.45,15.45,14.88,15.42,15.08,0.34,2.2546,15644.02,23881.03,20210414,15.42,1.2434,2.4432,0.86,52.2571,52.2571,1.8622,1.9116,1.9116,1.0057,1.0057,17430.615,12581.3429,6403.1952,268780.0833,194004.3075,002922,伊戈尔,广东,电气设备,中小板,20171229
002923.SZ ,20210414,16.13,16.32,15.9,16.32,16.13,0.19,1.1779,3235.6,5240.593,20210414,16.32,0.2309,0.4566,0.38,25.5128,22.12,3.0087,2.2306,2.4064,2.4519,2.4519,18586.96,14013.3695,7085.7601,303339.1872,228698.1902,002923,润都股份,广东,化学制药,中小板,20180105
002925.SZ ,20210414,65.96,68.5,65.5,67.15,64.2,2.95,4.595,31175.45,208568.689,20210414,67.15,0.7272,2.2137,2.03,30.1194,30.1194,6.9443,5.8135,5.8135,1.4751,1.4751,45973.3788,42867.6619,14082.9432,3087112.3864,2878563.4966,002925,盈趣科技,福建,元器件,中小板,20180115
002926.SZ ,20210414,9.88,9.98,9.83,9.91,9.82,0.09,0.9165,123948.22,122776.122,20210414,9.91,0.6606,0.8853,0.88,13.6891,13.6891,1.2201,5.5552,5.5552,0.7669,0.7669,262500.0,187622.8713,140010.0126,2601375.0,1859342.6546,002926,华西证券,四川,证券,中小板,20180205
002927.SZ ,20210414,10.38,10.7,10.34,10.51,10.66,-0.15,-1.4071,35620.9,37442.445,20210414,10.51,1.605,4.9689,1.75,31.9443,27.1547,2.7957,3.9083,3.1218,1.5738,1.5738,22366.37,22193.08,7168.8141,235070.5487,233249.2708,002927,泰永长征,贵州,电气设备,中小板,20180223
002928.SZ ,20210414,15.6,16.05,15.47,15.7,15.59,0.11,0.7056,53092.5,83818.669,20210414,15.7,0.5238,1.268,0.8,31.6842,51.7402,4.5518,2.943,3.3868,0.3205,0.3205,101356.7644,101356.7644,41872.4299,1591301.2011,1591301.2011,002928,华夏航空,贵州,空运,中小板,20180302
002929.SZ ,20210414,23.09,23.09,22.35,22.97,22.42,0.55,2.4532,6924.46,15785.528,20210414,22.97,0.4276,0.904,0.98,22.0414,20.3369,1.5252,1.3641,1.185,0.5224,0.5224,22074.6347,16193.4597,7660.1373,507054.3591,371963.7693,002929,润建股份,广西,通信设备,中小板,20180301
002930.SZ ,20210414,16.76,17.5,16.61,17.24,16.48,0.76,4.6117,32061.17,54653.655,20210414,17.24,0.7485,0.7485,1.89,52.4983,33.0224,3.9818,15.7517,9.0102,1.3377,1.3377,44399.7116,42832.5281,42832.5281,765451.028,738432.7844,002930,宏川智慧,广东,仓储物流,中小板,20180328
002931.SZ ,20210414,16.02,16.99,16.01,16.69,16.12,0.57,3.536,40970.24,67867.691,20210414,16.69,3.2113,3.2113,1.46,41.2048,30.7591,3.957,5.7879,4.3305,0.5617,0.5617,14220.8,12758.156,12758.156,237345.152,212933.6236,002931,锋龙股份,浙江,汽车配件,中小板,20180403
002932.SZ ,20210414,72.91,76.48,72.01,75.16,72.91,2.25,3.086,37233.28,277734.943,20210414,75.16,12.4019,12.4019,3.7,124.8965,14.6934,5.4066,28.6297,7.6095,0.1284,0.1284,6900.5147,3002.2197,3002.2197,518642.6849,225646.8327,002932,明德生物,湖北,医疗保健,中小板,20180710
002933.SZ ,20210414,24.11,24.64,24.11,24.47,24.91,-0.44,-1.7664,17426.71,42431.002,20210414,24.47,3.3035,3.7866,1.53,20.9564,29.2003,1.8065,7.7747,8.974,1.7573,1.7573,11735.0,5275.2216,4602.2008,287155.45,129084.6726,002933,新兴装备,北京,航空,中小板,20180828
002935.SZ ,20210414,20.38,20.74,20.29,20.71,20.44,0.27,1.3209,6665.51,13686.87,20210414,20.71,0.6346,0.6346,0.63,38.6508,42.4619,3.1993,4.9692,4.7008,0.7429,0.7429,20800.65,10503.4553,10503.4553,430781.4615,217526.5593,002935,天奥电子,四川,元器件,中小板,20180903
002936.SZ ,20210414,3.73,3.75,3.72,3.74,3.73,0.01,0.2681,93850.24,35068.181,20210414,3.74,0.5665,0.5677,0.7,8.8721,8.8721,0.7664,1.924,1.924,2.1072,2.1072,751412.509,165660.8062,165325.2237,2810282.7837,619571.4152,002936,郑州银行,河南,银行,中小板,20180919
002937.SZ ,20210414,12.86,13.17,12.85,13.12,13.02,0.1,0.768,6001.6,7837.871,20210414,13.12,0.6152,0.6152,0.59,30.6808,30.6808,0.3526,3.752,3.752,0.905,0.905,29752.65,9756.1988,9756.1988,390354.768,128001.3283,002937,兴瑞科技,浙江,元器件,中小板,20180926
002938.SZ ,20210414,31.75,32.5,31.38,31.81,31.75,0.06,0.189,107836.4,343504.717,20210414,31.81,2.0851,2.2229,1.18,25.8763,25.8763,3.4106,2.4631,2.4631,1.5718,1.5718,231143.0816,51718.5821,48511.3696,7352661.4257,1645168.0966,002938,鹏鼎控股,深圳,元器件,中小板,20180918
002939.SZ ,20210414,10.67,10.82,10.66,10.74,10.67,0.07,0.656,76322.39,81901.23,20210414,10.74,0.4586,0.8607,0.86,22.1961,22.1961,1.8439,4.8525,4.8525,1.0242,1.0242,310340.5351,166418.0931,88677.0778,3333057.347,1787330.3199,002939,长城证券,深圳,证券,中小板,20181026
002940.SZ ,20210414,35.65,36.15,35.22,36.09,35.59,0.5,1.4049,11230.11,40144.603,20210414,36.09,2.5594,2.6084,0.68,30.8428,21.0974,2.6522,2.4801,2.685,2.5991,2.5991,9594.6819,4387.8439,4305.3361,346272.0698,158357.2864,002940,昂利康,浙江,化学制药,中小板,20181023
002941.SZ ,20210414,12.05,12.32,11.9,12.13,12.26,-0.13,-1.0604,139127.36,168394.734,20210414,12.13,7.221,8.0735,0.49,42.001,66.0369,3.2302,1.3147,1.0907,0.4946,0.4946,64501.6242,19267.0242,17232.6242,782404.7015,233709.0035,002941,新疆交建,新疆,建筑工程,中小板,20181128
002942.SZ ,20210414,27.14,27.39,26.62,27.25,26.85,0.4,1.4898,2731.0,7407.097,20210414,27.25,0.6982,0.6982,0.73,21.1616,18.6605,3.0674,3.0108,2.7394,1.2844,1.2844,12000.0,3911.25,3911.25,327000.0,106581.5625,002942,新农股份,浙江,农药化肥,中小板,20181205
002943.SZ ,20210414,15.75,15.82,15.36,15.78,15.67,0.11,0.702,12480.0,19509.924,20210414,15.78,2.3613,2.3657,0.56,115.1545,,2.0418,5.2318,4.7779,0.3169,0.3169,10000.0,5285.2725,5275.35,157800.0,83401.6001,002943,宇晶股份,湖南,机床制造,中小板,20181129
002945.SZ ,20210414,11.33,12.4,11.33,12.06,11.43,0.63,5.5118,141952.59,170800.854,20210414,12.06,1.8807,5.2575,2.41,40.0765,40.0765,5.4085,21.8566,21.8566,0.4146,0.4146,270000.0,75478.9089,27000.0,3256200.0,910275.6413,002945,华林证券,西藏,证券,中小板,20190117
002946.SZ ,20210414,17.7,18.21,17.6,18.14,17.86,0.28,1.5677,38346.31,68726.52,20210414,18.14,2.4069,2.4069,0.82,63.5381,61.8613,7.5744,2.7289,2.5344,0.3308,0.3308,85371.0666,15931.672,15931.672,1548631.1481,289000.5301,002946,新乳业,四川,乳制品,中小板,20190125
002947.SZ ,20210414,31.18,31.24,30.25,30.71,31.18,-0.47,-1.5074,7097.45,21675.315,20210414,30.71,1.4604,1.4607,1.03,37.0301,37.0301,3.0678,6.043,6.043,1.8745,1.8745,12664.951,4860.0016,4858.9116,388940.6452,149250.6491,002947,恒铭达,江苏,元器件,中小板,20190201
002948.SZ ,20210414,5.02,5.04,5.02,5.04,5.02,0.02,0.3984,54050.1,27179.578,20210414,5.04,0.8933,0.8933,0.5,9.4938,9.4938,1.0133,2.1563,2.1563,3.9683,3.9683,450969.0,60505.2226,60505.2226,2272883.76,304946.3219,002948,青岛银行,山东,银行,中小板,20190116
002949.SZ ,20210414,19.59,19.69,19.32,19.67,19.72,-0.05,-0.2535,10731.38,20942.543,20210414,19.67,1.1478,1.4736,0.91,28.3152,22.2224,3.1636,3.2277,2.0358,1.0168,1.0168,19603.0977,9349.7977,7282.5477,385592.9318,183910.5208,002949,华阳国际,深圳,建筑工程,中小板,20190226
002950.SZ ,20210414,18.44,19.12,18.44,19.11,18.55,0.56,3.0189,47023.31,89041.791,20210414,19.11,2.1037,4.4069,1.03,37.1432,11.3416,4.418,5.1443,3.2447,2.0931,2.0931,63326.5407,22352.3216,10670.3372,1210170.1928,427152.8658,002950,奥美医疗,湖北,医疗保健,中小板,20190311
002951.SZ ,20210414,11.32,11.47,11.08,11.39,11.36,0.03,0.2641,17630.4,19788.207,20210414,11.39,2.4601,2.4601,0.78,24.3836,24.3836,3.2695,7.2142,7.2142,2.1949,2.1949,40500.0,7166.6666,7166.6666,461295.0,81628.3326,002951,金时科技,四川,广告包装,中小板,20190315
002952.SZ ,20210414,14.8,15.2,14.8,15.07,14.98,0.09,0.6008,14270.34,21515.945,20210414,15.07,2.0399,3.128,1.69,30.4864,28.7085,2.9601,5.5388,5.3342,1.7253,1.7253,16434.0,6995.6438,4562.1342,247660.38,105424.3521,002952,亚世光电,辽宁,元器件,中小板,20190328
002953.SZ ,20210414,20.69,20.93,20.4,20.74,20.75,-0.01,-0.0482,21305.0,44029.513,20210414,20.74,4.0427,4.0427,1.38,33.2569,34.4243,3.4647,2.3424,2.2139,0.5726,0.5726,17387.9128,5269.9447,5269.9447,360625.3115,109298.6531,002953,日丰股份,广东,电气设备,中小板,20190509
002955.SZ ,20210414,21.71,21.77,21.2,21.38,21.67,-0.29,-1.3383,35598.24,75972.407,20210414,21.38,3.6606,4.4361,0.57,61.9054,61.9054,1.6762,1.2659,1.2659,,,23645.4451,9724.6374,8024.6376,505539.6162,207912.7476,002955,鸿合科技,北京,IT设备,中小板,20190523
002956.SZ ,20210414,27.4,27.85,26.91,27.74,27.5,0.24,0.8727,9194.0,25242.857,20210414,27.74,1.3167,1.749,0.57,28.1967,30.2038,3.3526,4.5626,4.4399,2.8839,2.8839,16000.0,6982.588,5256.816,443840.0,193696.9911,002956,西麦食品,广西,食品,中小板,20190619
002957.SZ ,20210414,19.41,19.77,19.25,19.67,19.37,0.3,1.5488,20696.44,40443.563,20210414,19.67,1.3449,2.4346,0.79,30.9548,27.599,3.1947,4.3275,4.0216,1.0122,1.0122,41183.74,15388.7203,8501.1248,810084.1658,302696.1283,002957,科瑞技术,深圳,专用机械,中小板,20190726
002958.SZ ,20210414,4.34,4.37,4.33,4.36,4.34,0.02,0.4608,106436.26,46334.408,20210414,4.36,0.3949,0.3949,0.61,8.5749,8.1832,0.9393,2.7749,2.5305,3.4404,3.4404,555557.3415,269552.7451,269552.7451,2422230.0089,1175249.9686,002958,青农商行,山东,银行,中小板,20190326
002959.SZ ,20210414,75.85,77.55,75.85,77.26,76.67,0.59,0.7695,6717.13,51746.804,20210414,77.26,0.8812,1.5508,0.64,44.9418,28.5297,6.457,4.4839,3.4786,0.9956,0.9956,15600.0,7622.94,4331.4985,1205256.0,588948.3444,002959,小熊电器,广东,家用电器,中小板,20190823
002960.SZ ,20210414,41.04,41.95,39.9,41.73,40.73,1.0,2.4552,22321.3,91001.256,20210414,41.73,1.8067,2.2009,1.24,28.3642,23.9299,3.2469,4.524,4.0697,0.7008,0.7008,24621.0,12354.549,10142.0345,1027434.33,515555.3298,002960,青鸟消防,河北,专用机械,中小板,20190809
002961.SZ ,20210414,21.55,21.82,21.36,21.68,21.55,0.13,0.6032,8410.67,18211.109,20210414,21.68,0.7738,0.9711,0.42,38.7705,38.7705,88.004,7.1891,7.1891,0.8302,,44500.6363,10868.6363,8661.0063,964773.795,235632.035,002961,瑞达期货,福建,多元金融,中小板,20190905
002962.SZ ,20210414,16.66,17.09,16.28,16.85,16.82,0.03,0.1784,31198.18,52224.828,20210414,16.85,2.9961,4.61,0.59,29.6882,27.2503,2.3362,7.0057,6.5271,0.9779,0.9779,24469.9,10413.084,6767.43,412317.815,175460.4654,002962,五方光电,湖北,元器件,中小板,20190917
002963.SZ ,20210414,16.5,16.85,16.3,16.84,16.41,0.43,2.6204,7845.25,13067.558,20210414,16.84,1.1371,1.1371,1.02,11.7324,51.9338,1.5302,2.1885,3.9586,0.8907,0.8907,15035.993,6899.453,6899.453,253206.1221,116186.7885,002963,豪尔赛,北京,装修装饰,中小板,20191028
002965.SZ ,20210414,33.99,34.66,33.5,33.99,33.99,0.0,0.0,17023.19,58010.983,20210414,33.99,2.0461,3.2013,2.76,33.867,33.3416,3.0217,3.2072,2.8921,0.912,0.912,15070.0,8320.0,5317.563,512229.3,282796.8,002965,祥鑫科技,广东,汽车配件,中小板,20191025
002966.SZ ,20210414,7.22,7.28,7.15,7.19,7.23,-0.04,-0.5533,159209.17,114622.094,20210414,7.19,0.9798,0.9798,0.83,9.6913,9.3183,0.8065,2.5431,2.3125,2.7816,2.7816,333333.3334,162484.8015,162484.8015,2396666.6671,1168265.7228,002966,苏州银行,江苏,银行,中小板,20190802
002967.SZ ,20210414,35.26,36.56,34.83,35.88,35.11,0.77,2.1931,31400.6,112809.692,20210414,35.88,1.6572,1.6572,0.78,80.6565,80.6565,11.0655,10.3146,10.3146,0.209,0.209,52907.2,18948.0945,18948.0945,1898310.336,679857.6307,002967,广电计量,广东,综合类,中小板,20191108
002968.SZ ,20210414,70.03,74.5,70.03,73.98,71.39,2.59,3.628,6694.55,49146.789,20210414,73.98,1.4411,1.4411,1.21,60.5928,60.5928,9.3498,6.0304,6.0304,0.5587,0.5587,10746.4,4645.594,4645.594,795018.672,343681.0441,002968,新大正,重庆,房产服务,中小板,20191203
002969.SZ ,20210414,4.98,5.38,4.98,5.38,4.89,0.49,10.0204,87712.48,46464.006,20210414,5.38,1.9747,4.6368,4.53,30.052,149.5872,2.4633,1.9689,2.5931,0.3503,0.3503,96033.3535,44417.6962,18916.4387,516659.4418,238967.2056,002969,嘉美包装,安徽,广告包装,中小板,20191202
002970.SZ ,20210414,48.18,48.85,48.18,48.79,48.72,0.07,0.1437,3093.86,15034.465,20210414,48.79,0.3358,0.4932,0.57,43.293,35.9854,5.4503,5.3918,5.24,0.8198,0.8198,17280.0,9213.0,6273.0,843091.2,449502.27,002970,锐明技术,深圳,通信设备,中小板,20191217
002971.SZ ,20210414,19.14,19.74,18.82,19.5,19.07,0.43,2.2549,22828.0,44230.675,20210414,19.5,2.133,3.695,0.48,36.9109,35.8898,2.8679,4.6873,3.7857,,,16000.0,10702.1478,6178.1552,312000.0,208691.8821,002971,和远气体,湖北,化工原料,中小板,20200113
002972.SZ ,20210414,17.45,17.65,17.26,17.59,17.12,0.47,2.7453,5445.68,9539.684,20210414,17.59,0.9498,0.9498,0.63,25.0321,22.5737,2.7053,9.6673,8.6021,0.8528,0.8528,17632.0,5733.3949,5733.3949,310146.88,100850.4163,002972,科安达,深圳,运输设备,中小板,20191227
002973.SZ ,20210414,18.8,18.85,18.41,18.77,18.83,-0.06,-0.3186,10469.6,19551.915,20210414,18.77,0.9833,0.9833,0.69,20.4182,20.4182,5.4055,2.7113,2.7113,0.1811,0.1811,40866.0,10647.1022,10647.1022,767054.82,199846.1083,002973,侨银股份,广东,环境保护,中小板,20200106
002975.SZ ,20210414,86.14,89.99,86.0,88.0,86.87,1.13,1.3008,7799.33,68801.399,20210414,88.0,2.0032,2.0032,1.12,81.2802,35.828,9.0638,14.8206,8.8855,0.4091,0.4091,13893.34,3893.34,3893.34,1222613.92,342613.92,002975,博杰股份,广东,专用机械,中小板,20200205
002976.SZ ,20210414,23.72,24.33,23.11,24.21,23.95,0.26,1.0856,5245.0,12507.835,20210414,24.21,1.7848,1.7848,0.67,28.2217,34.5614,3.244,3.9695,4.2005,2.0653,2.0653,10000.0,2938.75,2938.75,242100.0,71147.1375,002976,瑞玛工业,江苏,元器件,中小板,20200306
